0.714405484,0.1563084193,0.2662749947,0.3507991456,0.7871268765,0.9627593199,0.6611958428,0.4199804688,0.3275872947,0.9828932526
0.700921323,0.6049036196,0.2662923278,0.5491831787,0.3858486988,0.5230915609,0.730159024,0.8633926299,0.4171747134,0.002625093939
0.7683008769,0.4758722514,0.5421550481,0.2002839925,0.5068010546,0.1676842266,0.6871935565,0.5507491981,0.5941079068,0.2341700471
0.7132954784,0.7872445038,0.8368544626,0.6833618705,0.9556053851,0.8035436767,0.2197869441,0.8934877652,0.39902429,0.9734464141
0.1789441863,0.6459200107,0.6474183298,0.759625065,0.3653166444,0.4680267616,0.7556333861,0.6187260071,0.3641963423,0.2064557871
0.4007209407,0.4295593367,0.06071052684,0.4956598001,0.8600924181,0.2995741674,0.8096045487,0.4873467999,0.02535570895,0.6083207983
0.01381611453,0.4651507541,0.8598578134,0.3521642367,0.7098967998,0.2909962779,0.1391763606,0.6302059419,0.451729741,0.57681506
0.109302288,0.1055954887,0.4643525777,0.9349871182,0.2755334031,0.3564536159,0.08050679442,0.6719516702,0.2581298767,0.540062882
0.2016615763,0.6094797383,0.3527398807,0.5650791738,0.5565395423,0.2085444351,0.1669371767,0.3675949826,0.951439964,0.6875042315
0.8836846619,0.6552752233,0.4289648714,0.1546315167,0.4499853094,0.1466929126,0.5452820461,0.3549774899,0.119979325,0.2914869272
0.8492786929,0.7150400832,0.900130913,0.6559030056,0.8784656104,0.2534290357,0.4436887152,0.8159274323,0.8094215422,0.8708025369
0.4326294692,0.8402822065,0.2837269573,0.4387204128,0.3955961255,0.2819283174,0.02541206175,0.3030931419,0.647855547,0.6302513374
0.4070602163,0.7302622769,0.3845393159,0.9409130812,0.3095332843,0.3225359138,0.0311928703,0.321937791,0.474035138,0.6706406891
0.6633272928,0.7549399791,0.4295857854,0.7698172273,0.9964841411,0.309371544,0.8609466052,0.520931809,0.3832710319,0.4441060489
0.5415356986,0.7095163091,0.7760215659,0.292793819,0.8982500378,0.5647778597,0.08624027443,0.3454959132,0.819485565,0.8252087818
0.7678046618,0.9132146751,0.5203680959,0.3537546415,0.3645494269,0.4395029041,0.4101328555,0.6548018137,0.5657847693,0.6525712397
0.6407525563,0.7045304489,0.807922789,0.4683756791,0.3673753349,0.8181044192,0.8559658879,0.4476702341,0.6236324813,0.1243147703
0.790437761,0.6911649155,0.6322357797,0.2487304995,0.7430252762,0.6448008165,0.7266685641,0.606698364,0.4056513676,0.2661889525
0.7813109018,0.103316005,0.1733803613,0.7779355756,0.5632020436,0.6302455878,0.9486822738,0.7109393878,0.1002419572,0.2507816918
0.1273971754,0.7343365602,0.5927658843,0.9295000321,0.7084353796,0.6067184723,0.3436034855,0.6066604411,0.7376994311,0.3383732191
0.601025815,0.876150598,0.787581238,0.5835540672,0.5821305751,0.6303868856,0.7170873434,0.8156629623,0.8413349591,0.5814073248
0.7287357061,0.6121340671,0.02738234757,0.4192957856,0.02947948253,0.339631791,0.6018475567,0.4655591526,0.6037625103,0.8333400685
0.5380354946,0.3299986667,0.8265863925,0.5297073089,0.03531810702,0.3515696704,0.4806581441,0.830473231,0.228266497,0.2781631458
